,sentence1,sentence2,scores
3507,It is possible that the recent instances of attacks with increasing complexity signal a shift in how AATIMO insurgents are planning to conduct their operations going forward.,"(UNCLAS) UPA negotiators accepted Iranian and Chinese proposals on (W-100) to enhance UPA’s nuclear program, and dismissed concerns about any intention to build atomic weapons.",0.112669945
3508,"ROP officials are becoming very concerned about this escalation of violence, calling it a threat to national security.",NFI,0.12422526
3509,C. 08-09 SEP 11.,THE UPA CJTF 151 COMMANDER SHOWED FRUSTRATION WITH THE CONTINUED RESISTANCE MOVEMENT.,0.00924875
3510,2) The Builders Wesui Umoja (WU) — Their population support base is primarily located in urban centers of NPP near low-income government housing projects.,"Thousands of members of MARM overran the ROP riot police and trampled 10 officers, some receiving life-threatening injuries.",0.008885625
3511,(U) The ROP Government is losing control of the population in NPP and is very concerned about a large-scale revolt if the persistent violence due to insurgent actions and mass rallies continues.,"The associated violence has significantly diminished, but only in this region where the possibility of a settlement may exist.",0.24282351
3512,GENERAL ASSESSMENT.,NFI,0.009554687
3513,"Maritime said 148 ROP shipping containers remain in Afghanistan, while 82 have been returned to ROP and 20 are currently in transit.",The attack killed and wounded numerous soldiers and security police and damaged some new buildings.,0.008997037
3514,THEY THEN DISPATCHED PATROLS TO THE COORDINATES THOUGHT TO BE THE MORTAR POINTS OF ORIGIN (POO):,"The Southern Corp is primarily comprised of citizens from the SPP and is headquartered out of Camp Freedom, Columbia, SPP.",0.009619373
3515,OPS SGM,The Bomb Disposal Squad has been trying to find out the location of the bomb.,0.30019966
3516,Insurgents attacked two Federal Border Patrol checkpoints on multiple occasions with mortar-projected improvised explosive devices (IEDs).,A guerilla unit successfully carried out a raid against the Elizabethtown Armory.,0.20138688
3517,THIS APPARENT CENTRALIZED AND SYNCHRONIZED EFFORT BY THE GORHAB IS A SIGNIFICANT CONCERN OF CJSOTF PLANNERS CONSIDERING COURSES OF ACTION WHILE PLANNING FOR THE INTRODUCTION OF SUBSTANTIAL SOF FORCES.,Car bombs and suicide bombings have become common in NPP as the uprising against the ROP has become increasingly militarized with more powerful weapons being used.,0.06297561
3518,Limited progress in the Nantahala and Cherokee National proposed autonomous areas continues but is foreshadowed by threats received against the NPP mass transit systems in the NPP.,A majority are highly educated professionals.,0.008815132
3519,D. ANALYSIS AND DISCUSSION.,All attacks were launched from the SW.,0.014317953
3520,"As of this report, the AATIMO and CUIA organizations are small and cellular so that there is little actionable intelligence.","COMPLACENCY WILL LEAD TO COMPROMISE, AND ULTIMATELY PUT ALL FUTURE OPERATIONS AT RISK.",0.011392516
3521,"The US 18 th Airborne Corps received pre-deployment orders to Fort Jackson, SPP.",THE TWO ATTACKS CONSISTED OF ACCURATE MORTAR FIRE DIRECTED AT STOCKPILED SUPPLIES IN THE COMPOUND YARDS.,0.009072019
3522,"In the NPP, public discourse centers on the ROP government’s ineffectiveness and its disconnection from the public.","Even though these gatherings were peaceful for the most part, violent factions of multiple illegal political groups representing voting rights and land reform attended.",0.04977688
3523,NPP North Pineland Province qq.,"2 x killed in action (KIA), 18 x wounded in action (WIA).",0.01073923
3524,"ON (W+086), 3RD ISC MEMBERS OF THE HIGHWAY PATROL AND SHERIFFS' DEPARTMENTS IN NEW HANOVER, PENDER, AND ONSLOW ASSISTED THE UPA MARINE MILITARY POLICE (MP) MANNING MOBILE ROADBLOCKS ALONG PINELAND HIGHWAY 17, BETWEEN WILMINGTON AND JACKSONVILLE, PRP.","Fed by antagonism toward President Canteth and MARM, and the growing resentment toward changing racial demographics in the NPP, the number of so-called hate groups and anti-government organizations in the nation has continued to grow, according to a report released on W-029 by the US-based Southern Poverty Law Center (SPLC).",0.08655141
3525,"Previously, detainee interrogations of members of AWENASA have revealed that the group is very structured and provides security for all smuggling syndicates that use this terrain in exchange for a tax.",The mock funeral complete with a procession band and veiled followers was later dispersed by local police and ROP riot forces.,0.008998831
3526,"The ROP PRC measures are targeting both the operational cells of each, as well as the auxiliaries who support both organizations.",4) REPUBLIC OF PINELAND (ROP).,0.320155
3527,The immigrants from Venezuela and Central America did not require medical attention.,The ROP military confirmed Tuesday that various military items were missing from containers being transported to Fayetteville from Afghanistan by CSX trains and said a full investigation is underway.,0.008914467
3528,"THESE FLAGS WERE NOT IN PLACE DURING OPERATION COPPERHEAD, BUT WERE RAISED AFTER THE WITHDRAWAL FROM THE AREA.","AP – Columbia, South Pineland Province (SPP).",0.009699656
3529,The confluence of multiple factors precipitated an emergency condition that led to the announcement of martial law on W-030.,SOUTH WIND BETWEEN 5 AND 7 MPH.,0.0089259455
3530,1.,THE SOLDIERS WILL ARRIVE AT FORT DRUM TOMORROW FOR COURT MARSHAL PROCEEDINGS.,0.020000199
3531,Some opposition activists said pro-ROP thugs provoked the violence.,"The PCP’s paramilitary operations have targeted businesses, utilities, government facilities, public officials, and security forces with small-arms fire and explosives.",0.24357666
3532,"WHEN THE CALLER WAS ASKED ABOUT HIS UNIT AFFILITATION, HE REPLIED WORDS TO THE EFFECT HE WAS JUST DOING WHAT ALL GOOD PINELANDERS SHOULD BE.","ROP military authorities believe this was an AATIMO improvised mortar crew.”  An empty, badly burned flatbed truck was discovered with improvised stands about 700 meters away on an abandoned dirt road.",0.009885829
3533,"As the security environment throughout all territories in the former NPP deteriorated over the last few months, only certain areas within the 1 st and 4 th Congressional Districts remain where guerillas clearly","DUE TO ONGOING REQUIREMENTS, THE STAFF STAFF ASSISTANCE VISIT SCHEDULED FOR W+079 WILL LIKELY NOT OCCUR.",0.009335917
3534,MAINLY IN THE AFTERNOON.,"The lab and approximately 5,000 pills of Pseudoephedrine, a grinder, and various other materials were removed from the scene.",0.00996483
3535,//No Further Information (NFI) Office of the Director of National Intelligence Open Source Center (www.opensource.gov)//.,"THE UPA’S SENIOR ADVISORS AND GENERAL CHRISTIAN AND STAFF STRONGLY DISAGREED WITH THIS; HOWEVER THE PRP PRESIDENT IS FAVORING THE PROVINCIAL GOVERNORS, BUT WANTS MORE TIME TO THINK ABOUT IT.",0.010005047
3536,"Mr. Shinne of the World Trade Union (WTU), MARM, and LPP leaders were among the several opposition leaders who were questioned.",Security in NPP is now a greater concern than the economy.,0.13999891
3537,"Tuesday's rally was the first since the quick passage last week of the new law to increase fines for taking part in unauthorized protests 150-fold, to nearly the average annual salary in NPP.",Elected members of the Liberal Progressive Party (LPP) in the Mountain Territory are actively engaging with the representative political wings of the AWENASA and the Celtic Union Insurgent Army (CUIA).,0.1440043
3538,THE SOURCE STATED THERE IS INTERNAL FRICTION BETWEEN THE GOVERNORS AND THE UPA AND ISC GENERAL OVER WHO SHOULD BE THE COMMANDER IN CHIEF (CINC) OF THE INTERNAL SECURITY DIVISIONS ASSIGNED TO THE PROVINCES AS THEIR AREA OF RESPONSIBLE (AOR).,THE ISC BELIEVE THE RESISTANCE FORCES OPERATING IN THAT AREA ARE RESPONSIBLE AND HAVE DIRECTED THE LARGEST MOBILIZATION OF LAW ENFORCEMENT AND WILDLIFE FISH AND FOREST OFFICERS SINCE THE SUCCESSION.,0.26326624
3539,"The degree of preparation; however, indicates that the attackers are technically proficient and capable of more advanced improvised explosive device (IED) targeting.",The impersonators are suspected of being Hispanic and Native Atlantican descent.,0.04838484
3540,"In the past, the United States and the ADU have had diverging agendas, and if Ms. Vaccaro is elected president, the Coalition forces may lose another ally in support of the mission overseas.",THIS APPARENT CENTRALIZED AND SYNCHRONIZED EFFORT BY THE GORHAB IS A SIGNIFICANT CONCERN OF CJSOTF PLANNERS CONSIDERING COURSES OF ACTION WHILE PLANNING FOR THE POSSIBLE INTRODUCTION OF SUBSTANTIAL SOF AND/OR US GENERAL PURPOSE FORCES.,0.015755223
3541,"Reluctantly, the ROP government in Columbia is beginning to realize that some dialogue with opposing views may be a necessary part of the future in NPP.",NORTHWEST WINDS AROUND 5 MPH.,0.009160616
3542,"		(18)  2314 HRS, COLUMBIA, SOUTH PINELAND PROVINCE, REPUBLIC OF PINELAND (ROP) CAPITAL.",PAPT announced the “See Say App” to empower riders to report criminal or suspicious activities to the RBI and SIS quickly and discretely.,0.009606095
3543,"THE PRESS CONFERENCE CONCLUDED WITH THE PRESIDENT POLITELY DECLINING TO TAKE QUESTIONS STATING THE ""BUSINESS OF THE OFFICE WAS MORE PRESSING SO LONG AS OUR FELLOW COUNTRYMEN WERE LIVING UNDER THE OCCUAPATION OF THE ILLEGAL GOVERNMENT TO THE NORTH!""","The gang members have denied involvement, although all members have long criminal records.",0.018081428
3544,"There is no indication, however, that any of these insurgent groups are currently coordinating their efforts.",The NPP BOI is investigating and believes the two Americans are members of the USAID team that is working in Brunswick and Pender Counties where the ROP is managing a small camp for refugees.,0.009348481
3545,THIS CONFIRMS THE BELIEF THAT BASED ON THE PILOTS LAST TRANSMISSIONS AND COMMENTS MADE ON MR. MONT-BLACKS CELL PHONE IMMEDIATELY AFTER THE CRASH THAT IT WAS IN FACT DUE TO MECHANICAL ISSUES AND NOT AN AIR DEFENSE ENGAGEMENT.,"The CP quickly condemned the actions, arguing it was illegal without the approval of the federal government.",0.047302235
3546,Elk Point Park suffered one killed in action (KIA).,B.,0.013017084
3547,2 UH1H Helicopters were damaged.,The situation is significantly complicated by their neighbors to the west who are much less interested in resolving the security issues surrounding the border.,0.008609848
3548,The ROP government in Columbus is also taking a “wait and see” attitude these demonstrations continue to develop.,"accused of smuggling 31 illegal immigrants found at a “ stash house ” in Sugar Grove, Watauga County, NPP.",0.009732878
3549,"Officials at the base denied any further comment, but it is assumed this attack was a spillover from the violence caused by a suspected insurgent group AATIMO in the NPP.",A.,0.14032273
3550,"WITH THE SLOW DOWN IN GUERILLA ACTIVITY, ALMOST CERTAINLY DUE TO YOUR PRESENCE ON THE GROUND, COMES AN ACCOMPANYING INCREASE IN ISC ACTIVITY.",Fierce winds and intense rainfall are expected to pummel the southern part of NPP on W-29 after Hurricane Irene makes landfall.,0.009263565
3551,(U) PIEDMONT: Multiple violent events on many fronts characterized this period as one of the most lethal to date.,The kinetic attacks against the military targets in the Fayetteville area have tripled from the last reporting period.,0.35165468
3552,This is the largest and deadliest attack on Camp Prestor and the 30th MID.,ALL OF THIS WILL YIELD PARTLY TO MOSTLY CLOUDY TH THE LEAST SUNSHINE OVER THE NW CWA.,0.0124550415
3553,"The bomb scare surfaced when several local bloggers – Freedom Market Blogs International (FMBI) tweeted from its  saying, ""Metro not operational, station closed at 3rd Street/Convention Center due to a bomb scare.","THE MORTAR ATTACK IS BECOMING A MORE AND MORE POPULAR FORM OF RESISTANCE/GORHAB STRIKE DUE TO ITS LOWER LEVEL OF RISK, HOWEVER, AS THE PRP'S FORCES BECOME MORE EFFECTIVE IN COUNTER-BATTERY FIRE, THIS JUL NOT REMAIN THE CASE FOR LONG.",0.071638115
3554,Coordination groups in ROP continue to pursue all methods to support the cause of the guerillas.,MEF Marine Expeditionary Force hh.,0.009739392
3555,"IN CARLISLE, THE TRAINS SWITCHED TRACKS TO CSXT RAILROAD AND PROCEEDED EAST TO THEIR FINAL DESTINATION.","IS GAINING MOMENTUM AS THE CALMING EFFECT OF UNCERTAINTY BEGINS TO WANE AND GUERILLA BANDS (AMBUSH, RECENT MORTAR ATTACKS) AS THEIR CONFIDENCE GROWS.",0.009324436
3556,"THE POPULATION STATUS IS CURRENTLY IN A STATE OF FLUX, WITH MANY NOT CARING WHO IS IN POWER, SO LONG AS THEY GET WHAT THEY CONSIDER THEIR FAIR SHARE.","IT MIGHT RELY ON A DIFFERENT TYPE OF INCENTIVE THAN FINANCIAL, SUCH AS CRIMINAL TYPE BARTERING INFORMATION FOR LENIENCY.",0.021454632
3557,"Most supporters are Iraqi or Iranian Shias, but factions from other minority groups in NPP cannot be discounted.","The Compromise conference was focused on dialogue, with TG's chair, Mr. Wahya “The Wolf,” talking about possible reconciliation and building a Nantahala Nation.",0.011878353
3558,"The Atlantica Democratic Union (ADU) candidate, Ms. Barbara M. Vaccaro, is expected to carry a majority of the votes and the election.",SOUTHWEST WINDS 5 TO 10 MPH.,0.00977201
3559,"WITH PILOT TEAM(S) STILL ON THE GROUND, THIS IS AN IMMEDIATE AREA OF FOCUS FOR THE ENTIRE CJSOTF STAFF.",	2.,0.042571012
3560,THE ELEMENT IS BELIEVED TO BE TRAVELING NORTH.,"WU’s population mass support base is mainly drawn from the urban population centers, particularly from low income housing projects near high crime areas.",0.009240985
3561,The CU is considered the political wing of the CUIA.,NFI,0.012190342
3562,A.,MORE THAN ONE ELEMENT HAS REQUIRED OUR ASSISTANCE TO PREVENT CATASTROPHIC LOSS.,0.020869931
3563,"Following a recent string of attacks, PartisansOfAli tweeted “Allahu Akbar!","On (W-103), the President Decision Directive-65 (PDD-65) directs better synchronization between federal, county, and local law enforcement departments.",0.008904362
3564,FINALLY THE SPOKESMAN INDICATED THAT THE PRESSURE BEING LEVIED AGAINST THE FREE PEOPLE'S OF THE PRP BY THE INTERNATIONAL COMMUNITY WOULD NOT SUCCEED.,"Based on this new information, senior ROP military officials recommended activating additional ROP reserve units and establishing a naval blockade off the coast in order to search and interdict UPA goods bound for the Republic of Columbus (ROC).",0.034388058
3565,"OFFICIALS SAY THE TRAIN WAS HEADED FROM CHARLOTTE TO NEW YORK, UPA WHEN IT HIT A PEDESTRIAN ON THE TRACKS IN MEBANE AT APPROXIMATELY 9:20 A.M. SUNDAY MORNING.","The escalating violence in the Nantahala TBR continues to worry officials in the ROP, and a number of overtures to the ROA and ROC to step up enforcement are not producing many changes.",0.009516101
3566,"Multiple small probing attacks, which occurred at Pope Army Airfield and Shaw Air Force Base, are still under investigation.",Reactions to the acquittal of the ROP security and UPHEG members point to a much more troubling atmosphere surrounding future demonstrations.,0.026649704
3567,"8 X KIA, 7 X WIA, 12 X Captured (pro-ROP Resistance).","If the government does not respond to the passive resisters’ actions, the resisters will immobilize the processes of public order and safety and seriously challenge the writ of government.",0.20948766
3568,"He begins Tuesday by meeting senior officials in China, a key ally and economic partner of North Korea.",The ROP considers the fact that neither group claimed responsibility as a clear indication of non-attribution and possibly that these attacks were primarily criminal or territorially motivated.,0.016563544
3569,CALM WIND BECOMING EAST AROUND 5 MPH.,"THE UN ISSUED CONDOLENCES TO THE FAMILIES AND REITERATED THAT IT WOULD CONTINUE TO WORK IN THE PRP, REGARDLESS OF THE DANGER SINCE THEY BELIEVE MANY INNOCENT CITIZENS ARE AT RISK AND INACTION WOULD LEAD TO MANY MORE DEATHS, ESPECIALLY OF THE MOST VULNERABLE.",0.010081089
3570,"WEST WIND BETWEEN 7 AND 15 MPH, WITH GUSTS AS HIGH AS 26 MPH.",HIGHS IN THE MID 80S.,0.011336386
3571,THE SOLDIER WAS TO BE RETURNED TO THE US WITHIN THE NEXT 48 HOURS TO BEGIN THE LEGAL PROCESS.,Additional details from the ROP Bureau of Investigation (RBI) confirmed that the CATS did temporarily suspend service due to a report from a passenger of suspicious individuals depositing a large backpack into a trash receptacle at the 3rd Street/Convention center station.,0.009623026
3572,"UNCLAS//REL ROP:  The discussions, now known as the “compromise,” are providing some hope for citizens in the region and likewise providing additional motivation for marked protests.",COORDINATION GROUPS IN THE ROP CONTINUE TO PURSUE ALL METHODS AVAILABLE TO SUPPORT THE CAUSE OF THE GUERILLAS.,0.22451758
3573,"All parties have announced their commitment to finalize the peace agreement, affirming it will help realize the interests of the people native to the autonomous regions and resolve the challenges facing the nation.",A.,0.036133822
3574,"Two hundred miles north, near the northwest, lay another ungoverned region that is known as the Cherokee Forest TBR.","THE UPA’S SENIOR ADVISORS AND GENERAL CHRISTIAN AND STAFF STRONGLY DISAGREED WITH THIS; HOWEVER THE PRESIDENT IS FAVORING THE PROVINCIAL GOVERNORS, BUT WANTS MORE TIME TO CONSIDER THE IMPLICATIONS OF THE ACTION.",0.0090862615
3575,NFI,"The Firm also builds plants for investors who prefer to rent pre-existing facilities, so that if the business fails, the investor does not waste the construction costs, and the building can be leased to another firm.",0.32644388
3576,President Hale-Canteth and the ROP Attorney General adopted more aggressive measures to combat the increasingly violent protests in the western border region.,The volume of protesters is now exceeding all government predictions.,0.34929553
3577,"SEVERAL BYSTANDERS FROM THE NEIGHBORHOOD STATED THAT THE GRA WAS RESPONSIBLE, AND THEY HAD HEARD THEY [THE GRA] HAD LEFT A NOTE.","Governor Paton has a very difficult task as he faces multiple threats from insurgents, an unstable economy, and a potential humanitarian crisis due to the Hurricane.",0.008856395
3578,(WPRP) -- (W+083) WPRP REPORTED THAT THE WIDESPREAD TELEPHONE PROBLEMS IN SURRY COUNTY HAVE BEEN FIXED.,"OFFICIALS SAY THERE WERE 118 PASSENGERS ON THE TRAIN, WITH NO OTHER INJURIES BEING REPORTED.",0.00942567
3579,Insurgents targeted aircraft on tarmac during preparations for air combat maneuvers.,"At this point, the VEO is gathering a composition of enemy forces, movements, and other information it can use to further basic training.",0.02846939
3580,"THE 3RD REG, 21ST INTERNAL SECURITY DIVISION (ISD) HEADQUARTERS RECEIVED AN ANONYMOUS PHONE CALL FROM A YOUNG FEMALE STATING THE CONVOY AMBUSHED ON PRP HIGHWAY 64 (W+071, 0740) WAS AMBUSHED BY GOD’S RIGHT HAND BRIGADE'S (GORHAB) YOUTH GROUP LED BY COMMANDER MENDOZA BARAK.",THE PROCRASTINATION ON THE BEHALF OF THE PRP POLITICAL ESTABLISHMENT CONTINUES TO CAUSE ESTRANGEMENT BETWEEN THE LIBERAL PROGRESSIVE PARTY (LPP) REGIME AND LAW ENFORCEMENT ORGANIZATIONS (ISC) IN THE PRP.,0.048753925
3581,HIGHS IN THE MID 60S.,"Police are also collecting fingerprints and iris scans at selected security points, which is significantly troubling.",0.010864445
3582,"Those citizens that support the return of the PRP to the ROP are rapidly forming a cohesive resistance, both the PRP as well as in the ROP.",It can be expected that the ROP will continue these operations and have requested training from the US to expand operations further into the mountains of the ROA and the Republic of Columbus (ROC).,0.19950183
3583,The bank’s business partners range from national governments to small independent retailers that legally ship truckloads of goods across the ROP-ROA border.,"Members of the GRA held loose associations with the PPP, but represented a more extreme and violent faction that actually opposed the centrist tone of the PPP.",0.011365399
3584,"But, we are not backing down.",NCTC Analyst Comments:  The CU Party has legal political status.,0.009236555
3585,The continual deterioration of the environment and the increase in deaths of innocent bystanders will be addressed first.,"investigated a scheme on (W-082) that used stolen credit and debit cards and counterfeit US dollars purchase the following materials at the given locations: various electrical components, switches, supplies, personal computers, hardware, and digital cameras (SEARS); hand-held global positioning system (GPS) units, hardware, digital cameras, and pre-paid cell phones (BEST BUY); electronic modules, personal mobile radios, and project boxes (RADIO SHACK); pre-paid phones (OFFICE DEPOT); and supplies (HAIR CUTTERY).",0.034213085
3586,Some important decisions for the ROP lie ahead.,"The device was crude, but fully functional.",0.008797602
3587,POLICE OFFICERS ON THE SCENE DISCOVERED A THREE BY FIVE (3X5) CARD TACKED TO A TREE ACROSS THE STREET THAT READ “GNITS”.,It is speculated that the insurgent group may have lost the support of the population or decided that the fight for integration into the Republic of Pineland (ROP) society can be achieved through other means.,0.010102678
3588,"Some County Commissioners appeared happy to respond with ""creative ambiguity.""","Open Source Intelligence (OSINT)/Human Intelligence (HUMINT):  IIR 16-7127-76-050 ROP Secretary of Internal Security (SIS) Headquarters Columbia, South Pineland Province (SPP) Federal Bureau of Investigation (FBI) Legal Attaché (LEGAT) Memo “Arrests in connection to CATS bombing attempt on W-061 (W-042)",0.009861875
3589,Some of the workers walked off the job to protest past abuses and current laws that prevent the formation of unions and forbid sharecroppers from owning land.,"Although ROP security forces are trying to cope with the reality of the situation on the ground, they seem to be in a very reactive mode.",0.044171352
3590,UNCLAS//REL ROP:  The “Cease-Fire” or “compromise” will allow the establishment of two autonomous constituencies within the Mountain Territory.,THE ONSET OF COLOR CHANGE FOLLOWED BY ABSCISSION (LEAVES FALLING) WILL CREATE A CHALLENGE TO DISMOUNTED MOVEMENT.,0.009394858
3591,"For the first time, some citizens are considering moving out of NPP to more secure areas in Atlantica or even over seas.",TEMPERATURES WILL SOAR INTO THE MID 90S ONCE AGAIN WITH YET ANOTHER INCREASE IN LOW LEVEL THICKNESS VALUES AND GOOD 850 TEMPERATURE ADVECTION FROM THE SOUTHWEST.,0.009060948
3592,(ABC) -- (W+082) FAYETTEVILLE - THE GOD'S RIGHT ARMY (GRA) ORGANIZATION POSTED A VIDEO CLAIMING CREDIT FOR THE ATTACK ON THE UNITED NATIONS (UN) DELEGATION IN FAYETTEVILLE.,"BE ADVISED, WITH THE JTF HAVING BEEN ON THE GROUND FOR NEARLY TWO MONTHS, SSSC TYPE SUPPLIES ARE IN SHORT SUPPLY IVO SHAW AFB.",0.018413775
3593,In the background was an unidentified banner with Latin letters that translated into the letters “G” “R” “A.”  The video on the DVD was crudely made and depicted multiple scenes taken in a small room where the captives were being mistreated.,"IT IS EXPECTED PILOT TEAM OPERATIONS WILL BE COMPLETE WITHIN THE NEXT 36-72 HOURS, WHICH IS QUICKER THAN THE ORIGINAL 10-14 DAYS THAT WAS ORIGINALLY ESTIMATED.",0.008953884
3594,"(2), SUPPLEMENTED BY OPEN SOURCE RESEARCH):",THE CHECK POINTS ATTACKED WERE:,0.017633159
3595,THE ATTACKS OCCURRED BETWEEN 272359RAPR12 AND 280033RAPR12 LAST NIGHT.,The Celtic Union (CU) and Tsalagi Gawonihisdi (TG) are engaged in active dialogue with representatives of the ROP this week and have ironed out most of the contentious issues surrounding the formation of the new zones and the demilitarization of fighters.,0.010907877
3596,The confluence of multiple factors precipitated an emergency condition that led to the announcement of martial law on W-030.,"ROP has not implemented a consistent policy in regards to Identity management, but with expertise from the law enforcement apparatus, it is assessed that they could.",0.010676352
3597,OPS SGM,(UNCLAS//REL ROP) Ms. Barbara M. Vaccaro was elected as the next UPA President.,0.009640133
3598,CALM WIND BECOMING NORTH AROUND 6 MPH.,"WHAT REMAINS CLEAR, HOWEVER, IS THAT UNTIL PRP AND UPA ESTABLISH A VISION AND LONG-TERM PLAN FOR FAYETTEVILLE, LOCAL OR REGIONAL GUERILLA GROUPS WILL CONTINUE TO ENJOY AMPLE OPPORTUNITIES TO BUILD UPON THEIR PRESENCE WEST OF THE 4TH CONGRESSIONAL DISTRICT.",0.009344353
3599,"The lab and approximately 5,000 pills of Pseudoephedrine, a grinder, and various other materials were removed from the scene.",THE PRP DIVISION OF PUBLIC HEALTH URGES PRECAUTIONS TO PREVENT NORAVIRUS.,0.0094452435
3600,THE INDIVIDUAL REPORTED TO HAVE A 30TH DIV ARTILLERY TATOO IS INTERESTING IN THAT THE 30TH DAB DID NOT HAVE MORTARS.,LOWS IN THE MID 60S.,0.009632629
3601,SHOWER AND THUNDERSTORM POTENTIAL WILL INCREASE DURING THE AFTERNOON AND EVENING AS THE REMNANTS OF AN MCS MOVE INTO THE PEOPLE'S REPUBLIC OF PINELAND FROM THE WEST.,"No significant mass demonstrations were held during this period, but the WTU still has approved permits for massive demonstrations in the near future.",0.27604094
3602,"He said that the differing points of view about the future of the ROP were to be expected in a ""free, democratic country.""",The WTU-Socialist Party fights for progressive changes compatible with a socialist future.,0.011367912
3603,"""AMERICANS ARE NOT THE ANSWER, MINORITIES NEED THEIR RIGHTS,"" SHOUTED SOME.",B.,0.015789436
3604,"THE ANSWER PROBABLY VARIES BY NEIGHBORHOOD, TRIBAL AFFILIATION, ECONOMIC CLASS, OR ANY NUMBER OF OTHER FACTORS.","In the Mountain Territory, multiple abductions occurred.",0.009359024
3605,The ROP President has addressed the nation on several occasions urging calm and making a few public concessions to the demands of the protesters.,The recall of the existing Governor of the NPP may be the first step in this direction.,0.14903457
3606,THE POLICE WERE PARTICULARLY INTERESTED IN THE WHEREABOUTS OF A CAUCASOID WOMAN IN HER EARLY 30S AND A YOUNG BOY.,THIS IS PARTICULARLY NOTEWORTHY AS MOST INFILS WERE CONDUCTED BY GROUND THROUGH THE XV CORPS FRONT LINES.,0.010722359
3607,"On the following day, a similar demonstration formed; however, the crowds supporting the minority reform movement were now estimated at thirty five thousand and included approximately five thousand supporters of the World Trade Union (WTU).",THE OPERATION OCCURRED UNDER THE COVER OF DARKNESS WITH NO CASUALTIES ON EITHER SIDE.,0.018651178
3608,"IT IS TOO EARLY TO TELL, BUT THIS WILL NOT SIT LIGHTLY WITH SOME OF THE GBAND LEADERSHIP.","MANY FEEL HE IS BEING REWARDED FOR HIS SUPPORT OF THE LPP, AND ESPECIALLY HIS PARTICIPATION IN SEVERAL RECENT COUNTER-GUERILLA OPERATIONS.",0.034481682
3609,"Police officers were asked to do the polite thing as guests — and take off their shoes, Fhadir said — but they refused the request from his spouse and walked in.",The ISC and the UPA are unjustly taking action against free and peace loving Pinelander's!,0.009738137
3610,The events again triggered a massive work-stoppage event organized by the World Trade Union (WTU).,"If this event is confirmed as sabotage rather than an accident, it could have significant additional issues for the local authorities.",0.30584705
3611,"0502 hours- The Captain of “Finning” is identified as Ripel Kasermen of Thunderbolt, ROC, and his crew consisted of:  Madmud Addis, Hanza Addis, Doha Chaith, and Muhammad Masood with Bahrain passports and Suheimand Ahmad and Muhammad Ahmad who held Saudi Arabian passports.","No prior warning was given, and accident investigators continue to analyze tracks and all evidence.",0.009458507
3612,HAVE YOU BEEN ABLE TO ASCERTAIN ANY HME OR IED MAKING CAPABILITY WITHIN THE RESISTANCE?,07 JUN 12.,0.010091191
3613,"THE LEADERS OF IRAN AND THE PRP SIGNED A NUMBER OF AGREEMENTS OF CO-OPERATION IN AREAS INCLUDING OIL AND GAS, TRADE, AND MINERAL DEPOSITS.",See expanded information under Mountain section.,0.011081186
3614,"HE CLOSED BY MAKING A PLEDGE TO THE GOOD CITIZENS OF THE ILLEGALLY OCCUPIED NORTH, THAT EFFORTS ""ARE ALREADY UNDERWAY TO TAKE BACK THE PROVINCE,"" AND ASKED THE CITIZENS OF THE NORTH TO BE PATIENT, ADDING THIS WAS NOT SOMETHING TO RUSH INTO, THE COST OF FAILURE ""IS TOO HIGH.""",(WPRP PRESS RELEASE) -- (W+081/082) ISC INVESTIGATORS IN STANLY COUNTY CONTINUED TO COLLECT EVIDENCE OVERNIGHT AFTER THEY SAID A BODY WAS FOUND DUCT-TAPED IN THE BASEMENT OF A HOME JUST OUTSIDE OF ALBEMARLE.,0.027629433
3615,"(B) 11 0016R HOURS, CHECK POINT NPWC 25, .1 NM EAST OF PRP/ROA BORDER; RECEIVED SIXTEEN 81MM ROUNDS CAUSING SOME HEAVY STRUCTURAL DAMAGE TO THE HQ BUILDING, A BARRACKS AND A STORAGE SHED.",1.,0.0099640675
3616,Guerilla units may be deterred by the robust PRP security apparatus in the green zone or simply are oriented primarily on defending key terrain within the aforementioned counties.,AATIMO is well organized and is receiving support from an extensive underground network.,0.021065382
3617,CHANCE OF PRECIPITATION IS 100%.,Five out of 11 people being sought Thursday were arrested.,0.009851075
3618,"Multiple arrests were conducted, and a number of safe houses were identified for further investigation.",A.,0.044531234
3619,The organization known as AATIMO posted claims of a motorcycle laden with explosives or vehicle borne improvised explosive device (IED) (VBIED) that was detonated remotely in the early hours of W-056.,"IT IS TOO EARLY TO TELL, BUT THIS WILL NOT SIT LIGHTLY WITH SOME OF THE GBAND LEADERSHIP.",0.036364682
3620,"An official in Raleigh denied a MARM organizer a permit to protest, only to be confronted later that night at his personal residence.","SEVERAL BYSTANDERS FROM THE NEIGHBORHOOD STATED THAT THE GRA WAS RESPONSIBLE, AND THEY HAD HEARD THEY [THE GRA] HAD LEFT A NOTE.",0.010792404
3621,"UNCLAS//REL ROP:  For reasons unknown, kinetic activity in this region against ROP Federal Border Patrol (FBP) has dropped off since the last reporting period.",Kinetic activity rose significantly during this period and especially in the western borders of the Mountain Territory and the southern part of the Piedmont Territory in NPP.,0.19507137
3622,SAFIRE Surface-to-Air Fire yy.,A.,0.009562718
